mapped_id,original_id,organism,prot_type,toxin_class,gene_superfamily,cystein_framework,pharmacological_family,evidence
P08745,P08745|Im016 precursor|Conus imperialis|Precursor|conotoxin|N superfamily|||nucleic acid level,Conus imperialis,Precursor,conotoxin,N superfamily,,,nucleic acid level
P08748,P08748|Im6.2 precursor|Conus imperialis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus imperialis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P08749,P08749|Im6.9 precursor|Conus imperialis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus imperialis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P08751,P08751|Im9.2 precursor|Conus imperialis|Precursor|conotoxin|P superfamily||IX|nucleic acid level,Conus imperialis,Precursor,conotoxin,P superfamily,,IX,nucleic acid level
P08753,P08753|Im9.3 precursor|Conus imperialis|Precursor|conotoxin|P superfamily||IX|nucleic acid level,Conus imperialis,Precursor,conotoxin,P superfamily,,IX,nucleic acid level
P08755,P08755|Im9.4 precursor|Conus imperialis|Precursor|conotoxin|P superfamily||IX|nucleic acid level,Conus imperialis,Precursor,conotoxin,P superfamily,,IX,nucleic acid level
P08757,P08757|Im5.11b precursor|Conus imperialis|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus imperialis,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P08759,P08759|Im14.2 precursor|Conus imperialis|Precursor|conotoxin|||XIV|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XIV,nucleic acid level
P08761,P08761|Im026 precursor|Conus imperialis|Precursor|conotoxin||||nucleic acid level,Conus imperialis,Precursor,conotoxin,,,,nucleic acid level
P08763,P08763|Im20.1 precursor|Conus imperialis|Precursor|conotoxin|||XX|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XX,nucleic acid level
P08765,P08765|Im23.5 precursor|Conus imperialis|Precursor|conotoxin|||XXIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XXIII,nucleic acid level
P08767,P08767|Im6.10 precursor|Conus imperialis|Precursor|conotoxin|||VI/VII|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,VI/VII,nucleic acid level
P08770,P08770|Im8.1 precursor|Conus imperialis|Precursor|conotoxin|S superfamily||VIII|nucleic acid level,Conus imperialis,Precursor,conotoxin,S superfamily,,VIII,nucleic acid level
P08772,P08772|Im14.3 precursor|Conus imperialis|Precursor|conotoxin|||XIV|nucleic acid level,Conus imperialis,Precursor,conotoxin,,,XIV,nucleic acid level
P08929,P08929|conophysin-conopressin-M1 precursor|Conus monile|Precursor|unclassified||||nucleic acid level,Conus monile,Precursor,unclassified,,,,nucleic acid level
P08932,P08932|conophysin-conopressin Mi precursor|Conus miles|Precursor|unclassified||||nucleic acid level,Conus miles,Precursor,unclassified,,,,nucleic acid level
P08933,P08933|conophysin-conopressin Lo2 precursor|Conus loroisii|Precursor|unclassified||||nucleic acid level,Conus loroisii,Precursor,unclassified,,,,nucleic acid level
P08934,P08934|conophysin-conopressin Lo1 precursor|Conus loroisii|Precursor|unclassified||||nucleic acid level,Conus loroisii,Precursor,unclassified,,,,nucleic acid level
P08935,P08935|conophysin-conopressin Li2 precursor|Conus lividus|Precursor|unclassified||||nucleic acid level,Conus lividus,Precursor,unclassified,,,,nucleic acid level
P08936,P08936|conophysin-conopressin Li1 precursor|Conus lividus|Precursor|unclassified||||nucleic acid level,Conus lividus,Precursor,unclassified,,,,nucleic acid level
P08937,P08937|conophysin-conopressin Fr precursor|Conus frigidus|Precursor|unclassified||||nucleic acid level,Conus frigidus,Precursor,unclassified,,,,nucleic acid level
P08938,P08938|conophysin-conopressin Eb precursor|Conus ebraeus|Precursor|unclassified||||nucleic acid level,Conus ebraeus,Precursor,unclassified,,,,nucleic acid level
P08939,P08939|conophysin-conopressin Ar precursor|Conus araneosus|Precursor|unclassified||||nucleic acid level,Conus araneosus,Precursor,unclassified,,,,nucleic acid level
P08942,P08942|GVIIIB precursor|Conus geographus|Precursor|conotoxin|S superfamily||VIII|nucleic acid level,Conus geographus,Precursor,conotoxin,S superfamily,,VIII,nucleic acid level
P08955,P08955|conophysin-conopressin-M3 precursor|Conus monile|Precursor|unclassified||||nucleic acid level,Conus monile,Precursor,unclassified,,,,nucleic acid level
P08956,P08956|conophysin-conopressin-M2 precursor|Conus monile|Precursor|unclassified||||nucleic acid level,Conus monile,Precursor,unclassified,,,,nucleic acid level
P08999,P08999|PiXXA precursor|Conus princeps|Precursor|conotoxin|D superfamily|||nucleic acid level,Conus princeps,Precursor,conotoxin,D superfamily,,,nucleic acid level
P09039,P09039|Am6.1 precursor|Conus amadis|Precursor|conotoxin|O2 superfamily||VI/VII|nucleic acid level,Conus amadis,Precursor,conotoxin,O2 superfamily,,VI/VII,nucleic acid level
P09040,P09040|Am6.2 precursor|Conus amadis|Precursor|conotoxin|O1 superfamily||VI/VII|nucleic acid level,Conus amadis,Precursor,conotoxin,O1 superfamily,,VI/VII,nucleic acid level
P09058,P09058|Ch1.1 precursor|Conus chiangi |Precursor|conotoxin|A superfamily|||nucleic acid level,Conus chiangi ,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09060,P09060|Bt5.5 precursor|Conus betulinus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus betulinus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P09061,P09061|Bt5.6 precursor|Conus betulinus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus betulinus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P09063,P09063|Bt5.7 precursor|Conus betulinus|Precursor|conotoxin|T superfamily||V|nucleic acid level,Conus betulinus,Precursor,conotoxin,T superfamily,,V,nucleic acid level
P09065,P09065|Bt1.10 precursor|Conus betulinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09067,P09067|Bt1.11 precursor|Conus betulinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09069,P09069|Bt1.12 precursor|Conus betulinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus betulinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09102,P09102|Qc14.1 partial precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09103,P09103|Qc002 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09104,P09104|elevenin-Qc1 precursor|Conus quercinus|Precursor|elvenin||||nucleic acid level,Conus quercinus,Precursor,elvenin,,,,nucleic acid level
P09106,P09106|Qc9.9 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09108,P09108|Qc6.17 precursor|Conus quercinus|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P09110,P09110|Qc6.18 precursor|Conus quercinus|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P09112,P09112|Qc007 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09114,P09114|Qc1.21 precursor|Conus quercinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09116,P09116|Qc1.22 precursor|Conus quercinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09118,P09118|elevenin-Qc2 precursor|Conus quercinus|Precursor|elvenin||||nucleic acid level,Conus quercinus,Precursor,elvenin,,,,nucleic acid level
P09120,P09120|Qc14.2 precursor|Conus quercinus|Precursor|conotoxin|L superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,L superfamily,,,nucleic acid level
P09122,P09122|Qc6.19 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P09124,P09124|Qc16.2 precursor|Conus quercinus|Precursor|conotoxin|T superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,T superfamily,,,nucleic acid level
P09126,P09126|Qc3.9 precursor|Conus quercinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P09128,P09128|Qc22.1 precursor|Conus quercinus|Precursor|conotoxin|E superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,E superfamily,,,nucleic acid level
P09130,P09130|Qc1.23 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09132,P09132|Qc1.24 precursor|Conus quercinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09134,P09134|Qc5.5 precursor|Conus quercinus|Precursor|conotoxin|T superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,T superfamily,,,nucleic acid level
P09136,P09136|Qc16.3 precursor|Conus quercinus|Precursor|conotoxin|T superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,T superfamily,,,nucleic acid level
P09138,P09138|Qc3.10 precursor|Conus quercinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P09140,P09140|Qc6.20 precursor|Conus quercinus|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P09142,P09142|Qc6.21 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P09144,P09144|Qc12.2 precursor|Conus quercinus|Precursor|conotoxin|U superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,U superfamily,,,nucleic acid level
P09146,P09146|Con-ikot-ikot-Qc2 precursor|Conus quercinus|Precursor|con-ikot-ikot||||nucleic acid level,Conus quercinus,Precursor,con-ikot-ikot,,,,nucleic acid level
P09148,P09148|Qc22.2 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09150,P09150|Qc1.25 precursor|Conus quercinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09153,P09153|Qc11.3 precursor|Conus quercinus|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P09155,P09155|Qc3.11 precursor|Conus quercinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P09157,P09157|Qc6.22 precursor|Conus quercinus|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P09159,P09159|Qc066 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P09161,P09161|con-ikot-ikot-Qc3 precursor|Conus quercinus|Precursor|con-ikot-ikot||||nucleic acid level,Conus quercinus,Precursor,con-ikot-ikot,,,,nucleic acid level
P09180,P09180|con-ikot-ikot-Qc4 precursor|Conus quercinus|Precursor|con-ikot-ikot||||nucleic acid level,Conus quercinus,Precursor,con-ikot-ikot,,,,nucleic acid level
P09686,P09686|Qc1.2 precursor|Conus quercinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09687,P09687|Qc1.26 precursor|Conus quercinus|Precursor|conotoxin|A superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,A superfamily,,,nucleic acid level
P09689,P09689|Qc22.3 precursor|Conus quercinus|Precursor|conotoxin|E superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,E superfamily,,,nucleic acid level
P09691,P09691|Qc22.4 precursor|Conus quercinus|Precursor|conotoxin|E superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,E superfamily,,,nucleic acid level
P09692,P09692|Qc22.4|Conus quercinus|Precursor|conotoxin|E superfamily||XXII|nucleic acid level,Conus quercinus,Precursor,conotoxin,E superfamily,,XXII,nucleic acid level
P09693,P09693|Qc3.1 precursor|Conus quercinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P09694,P09694|Qc6.23 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09696,P09696|Qc11.4 precursor|Conus quercinus|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P09698,P09698|Qc11.5 precursor|Conus quercinus|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P09700,P09700|Qc8.1 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09703,P09703|Qc8.2 precursor|Conus quercinus|Precursor|conotoxin||||nucleic acid level,Conus quercinus,Precursor,conotoxin,,,,nucleic acid level
P09704,P09704|Qc12.3 precursor|Conus quercinus|Precursor|conotoxin|U superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,U superfamily,,,nucleic acid level
P09706,P09706|Qc12.4 precursor|Conus quercinus|Precursor|conotoxin|U superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,U superfamily,,,nucleic acid level
P09710,P09710|Qc6.24 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P09712,P09712|Qc6.25 precursor|Conus quercinus|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P09714,P09714|Qc3.12 precursor|Conus quercinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P09716,P09716|Qc3.7 precursor|Conus quercinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus quercinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P09718,P09718|Conkunitzin-Qc1 precursor|Conus quercinus|Precursor|conkunitzin||||nucleic acid level,Conus quercinus,Precursor,conkunitzin,,,,nucleic acid level
P09752,P09752|Contryphan-Ar2 precursor|Conus araneosus|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus araneosus,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09755,P09755|Contryphan-Eb precursor|Conus ebraeus|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus ebraeus,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09756,P09756|Contryphan-Fr1 precursor|Conus frigidus|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus frigidus,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09758,P09758|Contryphan-Li1 precursor|Conus lividus|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus lividus,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09759,P09759|Contryphan-Li2 precursor|Conus lividus|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus lividus,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09760,P09760|Contryphan-Mi precursor|Conus miles|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus miles,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09761,P09761|Contryphan-Lt2 precursor|Conus litteratus|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus litteratus,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09763,P09763|Contryphan-Mo precursor|Conus monile|Precursor|contryphan||||nucleic acid level,Conus monile,Precursor,contryphan,,,,nucleic acid level
P09764,P09764|Contryphan-Lo2 precursor|Conus loroisii|Precursor|contryphan|O2 superfamily|||nucleic acid level,Conus loroisii,Precursor,contryphan,O2 superfamily,,,nucleic acid level
P09848,P09848|Lt14.8 precursor|Conus litteratus|Precursor|conotoxin||||nucleic acid level,Conus litteratus,Precursor,conotoxin,,,,nucleic acid level
P09887,P09887|Lt22.4 precursor|Conus litteratus|Precursor|conotoxin||||nucleic acid level,Conus litteratus,Precursor,conotoxin,,,,nucleic acid level
P10036,P10036|Conopressin-Conophysin Ba1 precursor|Conus bayani|Precursor|unclassified||||nucleic acid level,Conus bayani,Precursor,unclassified,,,,nucleic acid level
P10038,P10038|Ba5.1 precursor|Conus bayani|Precursor|conotoxin|T superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,T superfamily,,,nucleic acid level
P10040,P10040|Ba14.1 precursor|Conus bayani|Precursor|conotoxin|L superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,L superfamily,,,nucleic acid level
P10042,P10042|Ba9.1 precursor|Conus bayani|Precursor|conotoxin|P superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,P superfamily,,,nucleic acid level
P10044,P10044|Ba3.1 precursor [partial]|Conus bayani|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10046,P10046|Ba6.1 precursor|Conus bayani|Precursor|conotoxin|U superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,U superfamily,,,nucleic acid level
P10048,P10048|Ba6.2 precursor|Conus bayani|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P10050,P10050|Ba6.3 precursor [partial]|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10052,P10052|Ba6.4 precursor|Conus bayani|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P10054,P10054|Ba6.5 precursor|Conus bayani|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P10056,P10056|Ba6.6 precursor|Conus bayani|Precursor|conotoxin|O1 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O1 superfamily,,,nucleic acid level
P10057,P10057|unclassified-Ba0.7 precursor|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10059,P10059|Ba15.1 precursor [partial]|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10061,P10061|Ba15.2 precursor|Conus bayani|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P10063,P10063|Ba12.1 precursor|Conus bayani|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P10065,P10065|Ba6.7 precursor|Conus bayani|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P10067,P10067|Ba1.1 precursor|Conus bayani|Precursor|conotoxin|O2 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,O2 superfamily,,,nucleic acid level
P10069,P10069|Ba6.8 precursor|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10070,P10070|Ba3.2 precursor|Conus bayani|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10073,P10073|Ba3.3 precursor|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10075,P10075|Ba3.4 precursor|Conus bayani|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10077,P10077|Ba16.1 precursor|Conus bayani|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10079,P10079|Ba32.1 precursor|Conus bayani|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10081,P10081|Ba6.9 precursor|Conus bayani|Precursor|conotoxin|H superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,H superfamily,,,nucleic acid level
P10083,P10083|Ba8.1 precursor|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10085,P10085|Ba8.2 precursor|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10087,P10087|Ba11.1 precursor|Conus bayani|Precursor|conotoxin|I1 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,I1 superfamily,,,nucleic acid level
P10089,P10089|Ba6.10 precursor|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10091,P10091|Ba6.11 precursor|Conus bayani|Precursor|conotoxin|I1 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,I1 superfamily,,,nucleic acid level
P10093,P10093|Ba22.1 precursor|Conus bayani|Precursor|conotoxin||||nucleic acid level,Conus bayani,Precursor,conotoxin,,,,nucleic acid level
P10095,P10095|Ba11.2 precursor|Conus bayani|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P10097,P10097|Ba11.3 precursor|Conus bayani|Precursor|conotoxin|I2 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,I2 superfamily,,,nucleic acid level
P10099,P10099|Ba11.4 precursor|Conus bayani|Precursor|conotoxin|I3 superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,I3 superfamily,,,nucleic acid level
P10101,P10101|Ba17.1 precursor|Conus bayani|Precursor|conotoxin|Y superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,Y superfamily,,,nucleic acid level
P10103,P10103|Ba1.2 precursor|Conus bayani|Precursor|conotoxin|||I|nucleic acid level,Conus bayani,Precursor,conotoxin,,,I,nucleic acid level
P10104,P10104|Ba6.12 precursor|Conus bayani|Precursor|conotoxin|U superfamily|||nucleic acid level,Conus bayani,Precursor,conotoxin,U superfamily,,,nucleic acid level
P10105,P10105|Contulakin Ba1 precursor|Conus bayani|Precursor|contulakin||||nucleic acid level,Conus bayani,Precursor,contulakin,,,,nucleic acid level
P10106,P10106|Conkunitzin Ba1 precursor|Conus bayani|Precursor|conkunitzin||||nucleic acid level,Conus bayani,Precursor,conkunitzin,,,,nucleic acid level
P10107,P10107|Conodipine Ba1 precursor|Conus bayani|Precursor|conodipine||||nucleic acid level,Conus bayani,Precursor,conodipine,,,,nucleic acid level
P10108,P10108|Conodipine Ba2 precursor|Conus bayani|Precursor|conodipine||||nucleic acid level,Conus bayani,Precursor,conodipine,,,,nucleic acid level
P10109,P10109|Conodipine Ba3 precursor [partial]|Conus bayani|Precursor|conodipine||||nucleic acid level,Conus bayani,Precursor,conodipine,,,,nucleic acid level
P10110,P10110|Conopressin-Conophysin Ba2 precursor|Conus bayani|Precursor|unclassified||||nucleic acid level,Conus bayani,Precursor,unclassified,,,,nucleic acid level
P10111,P10111|Conopressin-Conophysin Ba3 precursor|Conus bayani|Precursor|unclassified||||nucleic acid level,Conus bayani,Precursor,unclassified,,,,nucleic acid level
P10112,P10112|Con-ikot-ikot Ba1 precursor|Conus bayani|Precursor|con-ikot-ikot||||nucleic acid level,Conus bayani,Precursor,con-ikot-ikot,,,,nucleic acid level
P10113,P10113|Con-ikot-ikot Ba2 precursor|Conus bayani|Precursor|con-ikot-ikot||||nucleic acid level,Conus bayani,Precursor,con-ikot-ikot,,,,nucleic acid level
P10114,P10114|Con-ikot-ikot Ba3 precursor|Conus bayani|Precursor|con-ikot-ikot||||nucleic acid level,Conus bayani,Precursor,con-ikot-ikot,,,,nucleic acid level
P10115,P10115|Con-ikot-ikot Ba4 precursor|Conus bayani|Precursor|con-ikot-ikot||||nucleic acid level,Conus bayani,Precursor,con-ikot-ikot,,,,nucleic acid level
P10116,P10116|Con-ikot-ikot Ba5 precursor|Conus bayani|Precursor|con-ikot-ikot||||nucleic acid level,Conus bayani,Precursor,con-ikot-ikot,,,,nucleic acid level
P10117,P10117|Con-ikot-ikot Ba6 precursor|Conus bayani|Precursor|con-ikot-ikot||||nucleic acid level,Conus bayani,Precursor,con-ikot-ikot,,,,nucleic acid level
P10118,P10118|Conoporin Ba1 precursor|Conus bayani|Precursor|conoporin||||nucleic acid level,Conus bayani,Precursor,conoporin,,,,nucleic acid level
P10129,P10129|unclassified-Ba0.1 precurso|Conus bayani|Precursor|unclassified|H superfamily|||nucleic acid level,Conus bayani,Precursor,unclassified,H superfamily,,,nucleic acid level
P10135,P10135|Conantokin Ba1 precursor|Conus bayani|Precursor|conantokin||||nucleic acid level,Conus bayani,Precursor,conantokin,,,,nucleic acid level
P10137,P10137|Conantokin Ba2 precursor|Conus bayani|Precursor|conantokin||||nucleic acid level,Conus bayani,Precursor,conantokin,,,,nucleic acid level
P10148,P10148|unclassified-Ba0.4 precursor|Conus bayani|Precursor|unclassified|H superfamily|||nucleic acid level,Conus bayani,Precursor,unclassified,H superfamily,,,nucleic acid level
P10149,P10149|unclassified-Ba0.5 precursor|Conus bayani|Precursor|unclassified|H superfamily|||nucleic acid level,Conus bayani,Precursor,unclassified,H superfamily,,,nucleic acid level
P10150,P10150|unclassified-Ba0.6 precursor|Conus bayani|Precursor|unclassified|M superfamily|||nucleic acid level,Conus bayani,Precursor,unclassified,M superfamily,,,nucleic acid level
P10153,P10153|Rt2-VD02 precursor|Conus rattus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10158,P10158|Vr3-DPP01 precursor|Conus varius|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus varius,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10159,P10159|SIIIB precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10160,P10160|SIIIB precursor|Conus striatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus striatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10163,P10163|Ec3-YT01 precursor|Conus emaciatus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10164,P10164|Vt3-YT01 precursor|Conus vitulinus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus vitulinus,Precursor,conotoxin,M superfamily,,,nucleic acid level
P10167,P10167|Rt3-DA01 precursor|Conus rattus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus rattus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10168,P10168|Ec3-DA01 precursor|Conus emaciatus|Precursor|conotoxin|M superfamily||III|nucleic acid level,Conus emaciatus,Precursor,conotoxin,M superfamily,,III,nucleic acid level
P10171,P10171|Lp3-D01 precursor|Conus leopardus|Precursor|conotoxin|M superfamily|||nucleic acid level,Conus leopardus,Precursor,conotoxin,M superfamily,,,nucleic acid level
