mapped_id,organism,prot_type,toxin_class,gene_superfamily,pharmacological_family,cystein_framework,evidence,x_umap,y_umap,z_umap,x_pca,y_pca,z_pca,variance
P08303,Conus purpurascens,Wild type,conodipine,conodipine superfamily,NA,NA,nucleic acid level,12.906189,6.2956963,7.3635097,2.359586,0.3341347,0.45186937,
P08304,Conus purpurascens,Wild type,conodipine,conodipine superfamily,NA,NA,nucleic acid level,-0.61498415,2.8532984,0.6307073,-1.1416485,0.9422973,0.06681873,
P08305,Conus purpurascens,Wild type,conodipine,conodipine superfamily,NA,NA,nucleic acid level,13.057186,6.3879337,4.14558,2.9141233,0.33415398,1.8780105,
P08306,Conus purpurascens,Wild type,conodipine,conodipine superfamily,NA,NA,nucleic acid level,-0.6123373,2.73468,0.47840947,-1.0610865,0.97983116,0.014934072,
P08307,Conus purpurascens,Wild type,conodipine,conodipine superfamily,NA,NA,nucleic acid level,12.723752,5.9702682,4.5632305,2.615427,0.28653595,1.1867096,
P08308,Conus purpurascens,Wild type,conodipine,conodipine superfamily,NA,NA,nucleic acid level,-0.6059285,2.8611515,0.6371003,-1.1137995,0.91486424,0.07855472,
P08309,Conus purpurascens,Wild type,conodipine,conodipine superfamily,NA,NA,nucleic acid level,12.756719,6.24328,7.413131,2.359586,0.3341347,0.45186937,
P08310,Conus victoriae,Wild type,conodipine,NA,NA,NA,nucleic acid level,10.481837,6.6200404,4.5856514,1.9832,0.031526975,0.27663934,
P08311,Conus victoriae,Wild type,conodipine,NA,NA,NA,nucleic acid level,10.394569,6.4325376,4.4564996,2.0866377,0.050744563,0.40332997,
P08312,Conus victoriae,Wild type,conodipine,NA,NA,NA,nucleic acid level,12.53628,6.693005,6.3277106,2.5972264,0.20924026,0.3857664,
P08313,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,XII,nucleic acid level,9.615857,5.6833134,0.7229953,-0.27638862,-0.1587197,0.29017267,
P08314,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,XII,nucleic acid level,9.271622,6.152549,0.5395189,-0.54552674,0.23955174,0.4601407,
P08315,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,XII,nucleic acid level,10.138925,5.783624,1.3676848,0.5318498,-0.084978156,1.0472034,
P08316,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,XXIX,protein level,11.942347,5.0658336,4.7566576,2.1427352,-0.4793527,0.87773263,
P08317,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,11.398658,7.5328774,-2.9559064,-1.8050411,0.55605805,0.9161947,
P08318,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.024672,5.958595,-2.0521848,-1.6201342,0.19208884,0.99897295,
P08319,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,11.347563,5.271887,4.1758575,1.6931642,-0.35174546,0.6981777,
P08320,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,11.888036,5.6002665,4.214378,2.1463597,-0.22769299,1.2674158,
P08321,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,9.043673,5.1682177,2.4742825,-0.06439312,-0.21803789,-0.29786375,
P08322,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,10.199241,6.9010696,-1.3289357,-0.93052614,0.06414665,0.84713596,
P08323,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,9.673027,6.585418,0.2661344,-0.0018260595,0.3794879,0.48567608,
P08324,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,11.604216,7.681848,-2.3659089,-1.6563094,0.5598738,0.7323828,
P08325,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,9.854777,6.2604084,0.85888046,0.39685827,0.20409182,0.6265225,
P08326,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.563225,5.7948294,-2.6234643,-1.51029,0.45545128,1.2140112,
P08327,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,11.725229,5.59698,4.784937,2.239095,-0.33856624,0.7898687,
P08328,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,10.629791,7.1262064,-1.7488148,-0.8677576,0.42317414,0.21182129,
P08329,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,10.560716,7.011389,-2.2914271,-1.28232,0.48804867,0.62999076,
P08330,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,8.84136,5.9805818,-2.3270068,-1.3797355,0.40892994,0.8137927,
P08331,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.691904,5.890873,-3.369226,-1.9993272,0.84239197,1.3215102,
P08332,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,6.3341603,5.8521814,-3.2717054,-2.3225164,1.2160875,1.130557,
P08333,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,12.140554,5.8929043,5.288456,2.4447675,-0.17805283,0.7369471,
P08334,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,9.635133,5.6412086,3.3388834,1.0406367,-0.36963987,0.2986976,
P08335,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,10.800937,7.3977246,-2.8149357,-1.7757512,0.5700208,1.1094276,
P08336,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,9.714144,6.684097,0.13386068,-0.023082854,0.37670112,0.5415461,
P08337,Conus californicus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,10.963374,7.561829,-2.0087345,-1.3669008,0.8115147,-0.12356796,
P08338,Conus californicus,Wild type,conotoxin,NA,NA,XXX,nucleic acid level,9.510472,6.023687,1.3875625,0.38201207,0.11232702,0.36146775,
P08339,Conus californicus,Wild type,conotoxin,NA,NA,XIV,nucleic acid level,8.391257,6.485653,4.4111032,0.74137145,-0.10908832,-0.09989278,
P08340,Conus californicus,Wild type,conotoxin,NA,NA,NA,nucleic acid level,8.707043,5.637559,1.7799168,0.1723001,-0.04016201,-0.1912477,
P08341,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.2933,6.6121836,0.3578468,-0.51812154,0.46464196,0.24320073,
P08342,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.336436,6.5833693,0.32231858,-0.66020685,0.47871563,0.23373385,
P08343,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.388901,6.425044,-0.101532415,-0.84980285,0.37364846,0.30574116,
P08344,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.603116,6.2674427,0.65466595,-0.6276057,0.244963,0.31391296,
P08345,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.450221,6.5661807,1.046448,-0.4893291,0.41320333,-0.124218285,
P08346,Conus californicus,Wild type,conotoxin,NA,NA,VI/VII,nucleic acid level,8.384277,6.451382,0.93477285,-0.5376628,0.19923195,-0.07884768,
P08347,Conus californicus,Wild type,contryphan,NA,NA,NA,nucleic acid level,13.314728,7.635701,5.8659153,2.356732,-0.06570264,0.24796613,
P08348,Conus californicus,Wild type,contryphan,NA,NA,NA,nucleic acid level,13.496283,7.830389,5.887612,2.2653508,-0.073094614,0.096759334,
P08349,Conus californicus,Wild type,contryphan,NA,NA,NA,nucleic acid level,13.272943,7.227573,5.99662,2.126593,0.20960456,0.19400902,
P08350,Conus californicus,Wild type,contryphan,NA,NA,NA,nucleic acid level,13.394219,7.6518097,5.898176,2.330502,0.004497299,0.27168366,
P08351,Conus geographus,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,12.806408,6.0597534,4.96769,2.6151502,0.16584922,1.2565345,
P08352,Conus geographus,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,5.550674,4.4794693,3.8695686,-1.5978087,0.80093026,-0.22682366,
P08353,Conus geographus,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,12.591817,5.849887,5.5721455,2.7028964,0.05015102,0.6653509,
P08354,Conus geographus,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,5.609963,4.4705405,3.8883564,-1.3769003,0.7576516,-0.16540131,
P08355,Conus kinoshitai,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,12.369372,5.985434,6.6090903,2.4601822,0.22088423,0.27156362,
P08356,Conus kinoshitai,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,5.667846,4.50053,3.8629339,-1.2524964,0.7765433,-0.21164478,
P08357,Conus kinoshitai,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,11.597638,6.2234397,4.2577343,1.7251045,0.20714566,0.7034371,
P08358,Conus kinoshitai,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,6.256065,4.5483985,3.868567,-0.24812692,0.39260367,-0.2653484,
P08359,Conus tulipa,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,12.851138,6.036462,5.2328033,2.7883463,0.14315957,1.439743,
P08360,Conus tulipa,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,5.470559,4.441522,3.8967092,-1.3938211,0.748795,-0.28724042,
P08361,Conus tulipa,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,12.564055,5.853427,5.858072,2.3815372,-0.10614794,0.3850704,
P08362,Conus tulipa,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,5.543062,4.528248,3.8267395,-1.2870507,0.69733477,-0.2351915,
P08363,Conus tulipa,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,12.411921,5.7634687,5.9802155,2.5578535,-0.093478,0.41179627,
P08364,Conus tulipa,Wild type,coninsulin,Insulin superfamily,NA,NA,nucleic acid level,5.5796285,4.4916306,3.8701231,-1.3534207,0.72176224,-0.2731214,
P08366,Conus textile,Precursor,conorfamide,NA,NA,NA,nucleic acid level,10.314534,10.0436325,5.9878373,1.3428771,0.8072814,-0.8454088,
P08367,Conus textile,Wild type,conorfamide,NA,NA,NA,nucleic acid level,12.119974,6.50736,5.605114,2.4477212,0.07295962,0.33625108,
P08368,Conus textile,Precursor,conorfamide,NA,NA,NA,nucleic acid level,9.997219,10.803502,6.0833216,0.54135287,0.9902678,-1.5650656,
P08369,Conus textile,Wild type,conorfamide,NA,NA,NA,nucleic acid level,13.029232,5.0396247,6.4730883,2.4917915,-0.1143159,0.41283682,
P08373,Conus amadis,Precursor,contryphan,O2 superfamily,NA,NA,nucleic acid level,7.97918,10.958873,7.3356977,0.1924095,0.8934439,-1.7928337,
P08374,Conus amadis,Wild type,conotoxin,T superfamily,NA,V,protein level,11.32982,1.7229996,5.4197426,-0.5539331,-1.4205705,0.053193964,
P08375,Conus amadis,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,8.642259,11.202441,6.606806,0.3741329,0.6043424,-1.4206655,
P08376,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.829997,12.906442,5.203996,0.01354408,0.6523873,-1.5651209,
P08377,Conus amadis,Precursor,conotoxin,T superfamily,NA,I,nucleic acid level,8.42477,11.566176,6.462749,0.33945373,0.7145109,-1.6749066,
P08378,Conus amadis,Wild type,conotoxin,T superfamily,NA,I,protein level,12.454322,4.4108095,6.1419344,2.0541458,-0.77586025,0.5217085,
P08379,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.581771,12.579594,5.1971917,0.24679977,0.6096379,-1.5452257,
P08380,Conus amadis,Wild type,conotoxin,M superfamily,NA,III,protein level,9.947175,-2.3631513,5.2942066,-1.9022036,-1.5142444,-0.33945256,
P08381,Conus amadis,Wild type,conotoxin,M superfamily,NA,III,protein level,9.937304,-2.3677754,5.440243,-1.8974082,-1.5211817,-0.22568607,
P08382,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.220638,9.95762,7.135559,0.64573854,0.4715313,-1.0507835,
P08383,Conus amadis,Wild type,conotoxin,A superfamily,NA,I,protein level,6.3650675,1.0808492,4.09509,-1.2211204,-0.93150896,-0.9382811,
P08384,Conus amadis,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,9.280911,9.916133,7.1426234,0.747025,0.45989725,-0.95878,
P08385,Conus amadis,Wild type,conotoxin,A superfamily,NA,I,protein level,5.965107,0.7893577,4.1441307,-1.5489898,-1.0512046,-0.7040818,
P08386,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.568947,12.82252,5.083073,0.12578946,0.7181413,-1.5473214,
P08387,Conus amadis,Wild type,conotoxin,M superfamily,NA,III,protein level,10.428157,-1.7054363,5.571552,-1.5626066,-1.4627076,-0.09207747,
P08388,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.297015,9.876344,7.134788,0.7902684,0.43210426,-0.8732021,
P08389,Conus amadis,Wild type,conotoxin,A superfamily,NA,I,protein level,6.466672,1.2246108,4.1541567,-1.1299808,-0.9659252,-0.74446636,
P08391,Conus amadis,Wild type,conotoxin,A superfamily,NA,I,protein level,6.650355,1.6804814,4.4484715,-1.049668,-0.954842,-0.83502877,
P08392,Conus amadis,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.38671,12.437144,4.952352,0.09443154,0.8179934,-1.2219473,
P08393,Conus amadis,Wild type,conotoxin,M superfamily,NA,III,protein level,10.12064,-1.4047691,5.7421675,-1.6908766,-1.5633018,0.110902935,
P08394,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.45024,9.637,7.1291046,1.1347357,0.46197513,-0.75018567,
P08395,Conus amadis,Wild type,conotoxin,A superfamily,NA,I,protein level,11.212328,5.5346775,5.259285,1.3393178,-0.41734895,0.09524257,
P08396,Conus amadis,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,9.830413,8.463064,5.6639395,1.3357685,0.4159348,-0.77752054,
P08398,Conus amadis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,2.7335298,13.371258,4.172631,-1.482755,1.6665804,-0.6462533,
P08399,Conus amadis,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,11.898606,7.2068467,-3.1205971,-1.9933735,0.5746299,1.2283753,
P08400,Conus amadis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,12.211823,6.777188,7.205737,0.47214174,0.7533794,0.10423005,
P08401,Conus amadis,Wild type,conotoxin,NA,NA,VI/VII,protein level,9.133713,6.110149,2.1416228,0.01023902,-0.12311117,0.11342176,
P08402,Conus amadis,Precursor,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,4.334417,12.081399,3.7121086,-0.5702146,1.1790112,-0.7542622,
P08403,Conus amadis,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,11.470931,7.712712,-2.0281873,-1.6097461,0.5306316,0.84959275,
P08404,Conus amadis,Precursor,conotoxin,NA,NA,XIV,nucleic acid level,12.190485,6.666727,6.104829,2.5484278,0.34931764,0.60966134,
P08405,Conus amadis,Wild type,conotoxin,NA,NA,XIV,protein level,12.042754,6.6524177,6.062193,1.9956268,0.22590093,0.19715036,
P08406,Conus amadis,Precursor,conotoxin,O2 superfamily,NA,VI/VII,nucleic acid level,5.7364435,10.390666,3.377528,-0.78861046,1.2265434,-0.6302332,
P08407,Conus amadis,Wild type,conotoxin,O2 superfamily,NA,VI/VII,protein level,8.233755,5.2590666,-2.527791,-1.6789833,0.7046785,1.1826905,
P08408,Conus amadis,Precursor,conotoxin,NA,NA,VI/VII,nucleic acid level,7.9760475,5.89469,-0.9521839,-0.39787441,0.8630732,0.21381715,
P08409,Conus amadis,Wild type,conotoxin,NA,NA,VI/VII,protein level,7.1221647,6.0675244,-2.4117777,-1.4994783,0.8109314,1.0258868,
P08414,Conus litteratus,Wild type,conotoxin,D superfamily,NA,XXVIII,nucleic acid level,11.073099,4.9193354,3.937878,1.3501835,-0.5392683,0.52900904,
P08415,Conus litteratus,Wild type,conotoxin,D superfamily,NA,XXVIII,nucleic acid level,11.662848,5.056654,3.7789245,1.6560133,-0.27223572,1.0337955,
P08430,Conus litteratus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,2.1192675,9.130775,3.8495152,-0.62908304,1.2971838,-0.07368893,
P08431,Conus litteratus,Wild type,conkunitzin,NA,NA,NA,nucleic acid level,1.614066,9.018317,3.6022418,-1.0139849,1.3791066,0.5189037,
P08432,Conus litteratus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.708329,7.1263127,5.060798,0.5876717,0.59742975,-0.32204944,
P08433,Conus litteratus,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,7.9372764,6.7731185,4.894128,0.63872856,0.3325282,0.08961424,
P08435,Conus litteratus,Wild type,conotoxin,P superfamily,NA,IX,nucleic acid level,8.624605,5.4671736,0.1774705,-0.5769707,-0.20169255,0.8201317,
P08454,Conus ermineus,Precursor,conotoxin,A superfamily,NA,I,nucleic acid level,8.726651,10.1405,6.650087,0.3336355,0.5940695,-1.363598,
P08455,Conus ermineus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,8.390125,0.6100385,3.5731263,-0.8417389,-1.4724015,-0.4450675,
P08456,Conus ermineus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,8.01982,11.770877,6.4447174,0.1349048,0.81346637,-1.6652632,
P08457,Conus ermineus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,10.754266,1.4420822,5.6932745,-0.5921214,-1.3290291,-0.44912428,
P08459,Conus ermineus,Precursor,conotoxin,A superfamily,NA,NA,nucleic acid level,8.970857,10.222202,6.992074,0.1880794,0.36519763,-1.1420609,
P08460,Conus ermineus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,8.307834,11.294111,5.1294956,0.5698011,0.5595114,-1.4216332,
P08461,Conus ermineus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,11.893257,5.0754323,5.365689,2.377164,-0.57024854,0.8213043,
P08462,Conus ermineus,Precursor,conotoxin,T superfamily,NA,V,nucleic acid level,8.242847,11.076036,6.361889,0.29947087,0.594716,-1.4053557,
P08463,Conus ermineus,Wild type,conotoxin,T superfamily,NA,V,nucleic acid level,10.99485,1.4414806,5.331137,-0.5344892,-1.5547464,0.114048794,
P08464,Conus ermineus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,11.047901,9.546292,5.861757,1.5055664,0.82481444,-0.36520296,
P08465,Conus ermineus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.3421137,11.532011,4.4724855,-1.0239267,1.4812986,-0.5838631,
P08466,Conus ermineus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.1757972,11.647171,4.485731,-1.3307611,1.664675,-0.60913277,
P08467,Conus ermineus,Precursor,conotoxin,O1 superfamily,NA,NA,nucleic acid level,3.858568,12.321386,4.0772905,-0.9234074,1.3715758,-0.6716448,
P08468,Conus ermineus,Precursor,conotoxin,A superfamily,NA,IV,nucleic acid level,9.288613,9.014866,6.5070553,1.1831942,0.42288285,-0.8304222,
P08469,Conus ermineus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,12.111763,6.004382,4.409069,2.3588946,-0.019250508,0.9190539,
P08470,Conus ermineus,Precursor,conotoxin,NA,NA,I,nucleic acid level,8.295341,10.579365,6.57531,0.059901595,0.71195304,-1.4872587,
P08471,Conus ermineus,Wild type,conotoxin,NA,NA,I,nucleic acid level,6.7298837,1.8943217,4.5829077,-0.9262999,-0.9157633,-0.65837234,
P08472,Conus ermineus,Precursor,conantokin,B1 superfamily,NA,NA,nucleic acid level,10.686154,9.677077,5.816058,1.2821466,0.8871143,-1.1006726,
P08473,Conus ermineus,Precursor,con-ikot-ikot,NA,NA,NA,nucleic acid level,8.382711,8.031306,4.623223,0.7504024,0.4476543,-0.4330799,
P08474,Conus ermineus,Wild type,con-ikot-ikot,NA,NA,NA,nucleic acid level,10.529287,6.01419,3.5342965,1.6468959,-0.13336822,0.8429777,
P08475,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,1.6081855,9.178828,4.416145,-1.4954686,1.8103701,-0.0825321,
P08476,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,2.0460975,9.288608,4.005705,-0.73670083,1.5473095,-0.18131699,
P08477,Conus ermineus,Wild type,conkunitzin,NA,NA,NA,nucleic acid level,1.8375448,9.1295,3.9865496,-0.9539443,1.4965118,0.3265946,
P08478,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,8.484758,9.9401,4.4463606,0.4500198,1.1667994,-0.620498,
P08479,Conus ermineus,Wild type,conkunitzin,NA,NA,NA,nucleic acid level,1.4384167,8.933808,4.265762,-1.4421031,1.5805557,0.12279673,
P08480,Conus ermineus,Precursor,conkunitzin,NA,NA,NA,nucleic acid level,2.20137,9.093386,3.7964184,-0.623025,1.145353,-0.49059787,
P08481,Conus ermineus,Wild type,conkunitzin,NA,NA,NA,nucleic acid level,1.9542135,9.0726385,3.6482472,-0.69882464,1.0737808,0.056323286,
P08482,Conus ermineus,Precursor,conotoxin,D superfamily,NA,XX,nucleic acid level,9.685874,8.273509,7.86649,0.8528755,0.20653348,-0.76255876,
P08483,Conus ermineus,Wild type,conotoxin,D superfamily,NA,XX,nucleic acid level,10.026685,4.5604167,2.9109483,1.0234686,-0.5743464,0.5046102,
P08484,Conus ermineus,Precursor,conotoxin,E superfamily,NA,XXII,nucleic acid level,8.169414,8.341712,3.2421193,0.26016307,0.69746864,-0.30120307,
P08485,Conus ermineus,Wild type,conotoxin,E superfamily,NA,XXII,nucleic acid level,8.805961,7.35752,2.897022,0.647369,0.3248859,0.1835329,
P08489,Conus anabathrum,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,9.101706,10.742189,5.415456,0.39128786,0.98542845,-1.3812445,
P08490,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,9.269665,10.861992,5.447489,0.3844423,1.0028046,-1.4051852,
P08491,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,9.090773,10.752383,5.367025,0.58045673,0.91815966,-1.2877425,
P08492,Conus villepinii,Wild type,conotoxin,R superfamily,NA,XIV,nucleic acid level,8.413469,5.999935,4.453381,0.14234184,-0.116845965,-0.07343657,
P08493,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,9.070091,10.777934,5.2986336,0.53010756,0.94580424,-1.364065,
P08494,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,9.070054,10.797026,5.4003906,0.6492975,0.9281035,-1.3097183,
P08495,Conus villepinii,Wild type,conotoxin,R superfamily,NA,XIV,nucleic acid level,8.385781,6.1086035,4.500982,0.05225655,-0.14771627,-0.04802223,
P08496,Conus villepinii,Precursor,conotoxin,R superfamily,NA,XIV,nucleic acid level,9.078936,10.699973,5.375989,0.60812056,0.91800785,-1.3601998,
P08498,Conus ximenes,Wild type,conotoxin,NA,NA,XI,protein level,7.251718,6.5785193,-1.2609022,-1.6680027,0.72091824,0.9917858,
P08505,Conus purpurascens,Wild type,conotoxin,NA,NA,I,protein level,8.220775,0.26938835,3.2143345,-1.4823107,-1.5156513,-0.40264764,
P08506,Conus purpurascens,Wild type,conotoxin,NA,NA,I,protein level,8.498839,0.2595204,3.1929154,-1.3978055,-1.4632974,-0.36658025,
P08508,Conus catus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.1029253,2.1673324,4.754331,-0.7186965,-0.64491,-0.9861933,
P08509,Conus catus,Wild type,conotoxin,A superfamily,NA,I,nucleic acid level,7.3460855,2.407771,4.873132,-0.4849517,-0.6564335,-0.9708032,
P08511,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,protein level,10.469381,4.669922,5.657892,2.0017767,-0.4879364,0.5755124,
P08512,Conus catus,Wild type,conotoxin,A superfamily,NA,IV,nucleic acid level,10.500237,4.593893,5.7025614,1.954211,-0.50842935,0.44300655,
P08513,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,nucleic acid level,7.7564497,7.609091,-0.7112243,-1.2761363,0.60078996,0.65178585,
P08514,Conus catus,Wild type,conotoxin,O1 superfamily,NA,XVI,protein level,7.299351,7.2626576,-3.8326898,-1.7474496,0.46978417,0.98368806,
P08515,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,8.038126,7.630769,-0.71296066,-0.8911022,0.7010453,0.5219963,
P08516,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,7.897498,7.804013,-0.49096,-0.9291451,0.6378075,0.3804794,
P08517,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,7.8072677,7.819935,-0.56649685,-1.0262235,0.73830914,0.45679146,
P08518,Conus catus,Wild type,conotoxin,O1 superfamily,NA,VI/VII,protein level,7.7984185,7.462722,-0.7006676,-1.1035644,0.5679466,0.67985386,
P08519,Conus catus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,protein level,7.8971934,5.8700023,-1.7437024,-1.3731906,0.6813315,0.8875337,
P08520,Conus catus,Wild type,conotoxin,O2 superfamily,NA,VI/VII,protein level,8.082563,5.708034,-1.5068078,-0.7242735,0.6982597,0.7896743,
P08521,Conus catus,Wild type,conotoxin,S superfamily,NA,VIII,protein level,8.926187,5.1769443,2.7650056,0.8235669,-0.2549336,-0.024767801,
P08522,Conus catus,Wild type,conotoxin,S superfamily,NA,VIII,protein level,8.922135,4.781116,2.7621248,0.75435925,-0.49663,0.18344663,
P08523,Conus catus,Wild type,conotoxin,S superfamily,NA,VIII,protein level,9.095677,4.6273937,2.6463559,0.61863154,-0.62467647,0.12347669,
P08524,Conus catus,Wild type,conotoxin,I1 superfamily,NA,XXII,protein level,10.831756,7.1941977,3.7508266,2.2405884,0.10233298,1.5197563,
P08525,Conus catus,Wild type,conotoxin,I1 superfamily,NA,XXII,protein level,10.847017,7.124068,3.8632395,2.109628,0.16138814,1.4439819,
P08526,Conus catus,Wild type,conotoxin,I1 superfamily,NA,XXII,protein level,11.049119,7.000542,3.8781896,2.2184691,0.17873648,1.4822319,
P08527,Conus catus,Wild type,conkunitzin,NA,NA,NA,protein level,1.4553663,9.025623,3.4344184,-1.3623537,1.5606593,0.25641662,
P08528,Conus catus,Wild type,conkunitzin,NA,NA,NA,protein level,1.2450804,9.032494,3.370029,-1.4802494,1.6399021,0.33138248,
P08529,Conus catus,Wild type,conkunitzin,NA,NA,NA,protein level,1.4900371,9.037653,3.6412172,-1.4081373,1.6032306,0.3800747,
P08530,Conus catus,Wild type,conkunitzin,NA,NA,NA,protein level,1.4830847,8.997879,3.6906734,-1.2569938,1.4641377,0.26924112,
P08531,Conus catus,Wild type,conoporin,NA,NA,NA,protein level,3.3220706,6.6378946,1.9044887,-0.6616562,1.4598658,-0.37330288,
P08532,Conus regius,Precursor,conotoxin,NA,NA,III,nucleic acid level,8.506156,12.083824,5.116711,0.11554057,0.13395709,-1.4465382,
P08533,Conus regius,Wild type,conotoxin,NA,NA,III,protein level,10.6138,-0.53492016,5.2173433,-1.1448841,-1.6863221,-0.5294909,
P08534,Conus regius,Wild type,conotoxin,M superfamily,NA,III,protein level,10.389325,-0.5314162,5.1278334,-0.96517307,-1.6269464,-0.44924432,
P08535,Conus regius,Precursor,conotoxin,M superfamily,NA,III,nucleic acid level,8.210959,11.83002,5.473889,0.37771845,0.5861397,-1.3644778,
